dup1	dup2	type
AEP_HVAEP1.G002534	AEP_HVAEP1.G002532	PD
AEP_HVAEP1.G002608	AEP_HVAEP1.G002532	DD
AEP_HVAEP1.G002516	AEP_HVAEP1.G002532	DD
AEP_HVAEP1.G002533	AEP_HVAEP1.G002532	TD
AEP_HVAEP1.G002532	AEP_HVAEP1.G002536	PD
AEP_HVAEP1.G002608	AEP_HVAEP1.G002536	DD
AEP_HVAEP12.G021560	AEP_HVAEP1.G002536	DD
AEP_HVAEP1.G002529	AEP_HVAEP1.G002536	PD
AEP_HVAEP1.G002516	AEP_HVAEP1.G002536	DD
AEP_HVAEP1.G002533	AEP_HVAEP1.G002536	PD
AEP_HVAEP1.G002534	AEP_HVAEP1.G002536	PD
AEP_HVAEP1.G002534	AEP_HVAEP1.G002537	PD
AEP_HVAEP1.G002516	AEP_HVAEP1.G002537	DD
AEP_HVAEP1.G002532	AEP_HVAEP1.G002537	PD
AEP_HVAEP1.G002536	AEP_HVAEP1.G002537	TD
AEP_HVAEP1.G002529	AEP_HVAEP1.G002537	PD
AEP_HVAEP3.G007025	AEP_HVAEP1.G000889	DD
AEP_HVAEP13.G024410	AEP_HVAEP1.G000889	DD
AEP_HVAEP8.G015439	AEP_HVAEP1.G000889	DD
AEP_HVAEP11.G020058	AEP_HVAEP1.G000889	DD
AEP_HVAEP5.G009740	AEP_HVAEP1.G000889	DD
AEP_HVAEP1.G002517	AEP_HVAEP1.G000889	DD
AEP_HVAEP6.G011256	AEP_HVAEP1.G000889	DD
AEP_HVAEP13.G024446	AEP_HVAEP1.G000889	DD
AEP_HVAEP3.G007024	AEP_HVAEP1.G000889	DD
AEP_HVAEP9.G017106	AEP_HVAEP1.G000889	DD
AEP_HVAEP1.G002518	AEP_HVAEP12.G023570	DD
AEP_HVAEP6.G010789	AEP_HVAEP12.G023570	DD
AEP_HVAEP1.G002519	AEP_HVAEP1.G002520	TD
AEP_HVAEP1.G002522	AEP_HVAEP11.G020412	DD
AEP_HVAEP10.G019082	AEP_HVAEP11.G020412	DD
AEP_HVAEP4.G007469	AEP_HVAEP11.G020412	DD
AEP_HVAEP15.G027890	AEP_HVAEP11.G020412	DD
AEP_HVAEP2.G002908	AEP_HVAEP11.G020412	DD
AEP_HVAEP11.G020580	AEP_HVAEP15.G027405	DD
AEP_HVAEP10.G019082	AEP_HVAEP15.G027405	DD
AEP_HVAEP15.G027890	AEP_HVAEP15.G027405	DD
AEP_HVAEP11.G020412	AEP_HVAEP15.G027405	DD
AEP_HVAEP2.G002908	AEP_HVAEP15.G027405	DD
AEP_HVAEP1.G002522	AEP_HVAEP15.G027405	DD
AEP_HVAEP15.G027890	AEP_HVAEP11.G020580	DD
AEP_HVAEP2.G002908	AEP_HVAEP11.G020580	DD
AEP_HVAEP10.G019082	AEP_HVAEP11.G020580	DD
AEP_HVAEP11.G020412	AEP_HVAEP11.G020580	DD
AEP_HVAEP1.G002522	AEP_HVAEP11.G020580	DD
AEP_HVAEP4.G007469	AEP_HVAEP11.G020580	DD
AEP_HVAEP11.G019376	AEP_HVAEP11.G020580	DD
AEP_HVAEP4.G007469	AEP_HVAEP2.G002908	DD
AEP_HVAEP1.G002522	AEP_HVAEP2.G002908	DD
AEP_HVAEP14.G027114	AEP_HVAEP2.G002908	DD
AEP_HVAEP11.G019355	AEP_HVAEP2.G002908	DD
AEP_HVAEP13.G024928	AEP_HVAEP13.G024995	DD
AEP_HVAEP1.G002524	AEP_HVAEP13.G024995	DD
AEP_HVAEP4.G007569	AEP_HVAEP10.G018911	DD
AEP_HVAEP4.G008936	AEP_HVAEP10.G018911	DD
AEP_HVAEP2.G004763	AEP_HVAEP10.G018911	DD
AEP_HVAEP10.G018905	AEP_HVAEP10.G018911	PD
AEP_HVAEP1.G002524	AEP_HVAEP10.G018911	DD
AEP_HVAEP1.G002524	AEP_HVAEP10.G018916	DD
AEP_HVAEP4.G008936	AEP_HVAEP10.G018916	DD
AEP_HVAEP10.G018911	AEP_HVAEP10.G018916	PD
AEP_HVAEP4.G007569	AEP_HVAEP10.G018916	DD
AEP_HVAEP2.G004763	AEP_HVAEP10.G018916	DD
AEP_HVAEP10.G018905	AEP_HVAEP10.G018916	DD
AEP_HVAEP1.G002524	AEP_HVAEP2.G004763	DD
AEP_HVAEP4.G008936	AEP_HVAEP2.G004763	DD
AEP_HVAEP12.G021869	AEP_HVAEP14.G025980	DD
AEP_HVAEP11.G020102	AEP_HVAEP14.G025980	DD
AEP_HVAEP6.G010941	AEP_HVAEP14.G025980	DD
AEP_HVAEP11.G020582	AEP_HVAEP14.G025980	DD
AEP_HVAEP3.G005451	AEP_HVAEP14.G025980	DD
AEP_HVAEP1.G002525	AEP_HVAEP14.G025980	DD
AEP_HVAEP12.G023587	AEP_HVAEP14.G025980	DD
AEP_HVAEP10.G017862	AEP_HVAEP14.G025980	DD
AEP_HVAEP10.G018190	AEP_HVAEP14.G025980	DD
AEP_HVAEP3.G006602	AEP_HVAEP14.G025980	DD
AEP_HVAEP14.G027055	AEP_HVAEP14.G025980	DD
AEP_HVAEP10.G018191	AEP_HVAEP14.G025980	DD
AEP_HVAEP1.G002525	AEP_HVAEP3.G006602	DD
AEP_HVAEP13.G025302	AEP_HVAEP3.G006602	DD
AEP_HVAEP1.G002525	AEP_HVAEP6.G010941	DD
AEP_HVAEP10.G018191	AEP_HVAEP6.G010941	DD
AEP_HVAEP3.G006602	AEP_HVAEP6.G010941	DD
AEP_HVAEP13.G025302	AEP_HVAEP6.G010941	DD
AEP_HVAEP9.G017305	AEP_HVAEP10.G018189	DD
AEP_HVAEP1.G002526	AEP_HVAEP10.G018189	DD
AEP_HVAEP9.G017305	AEP_HVAEP10.G019169	DD
AEP_HVAEP10.G018189	AEP_HVAEP10.G019169	DD
AEP_HVAEP1.G002526	AEP_HVAEP10.G019169	DD
AEP_HVAEP11.G020101	AEP_HVAEP10.G019169	DD
AEP_HVAEP1.G002526	AEP_HVAEP14.G025979	DD
AEP_HVAEP11.G020101	AEP_HVAEP14.G025979	DD
AEP_HVAEP9.G016483	AEP_HVAEP14.G025979	DD
AEP_HVAEP1.G002526	AEP_HVAEP9.G017305	DD
AEP_HVAEP1.G002528	AEP_HVAEP1.G000406	DD
AEP_HVAEP12.G022332	AEP_HVAEP13.G025686	DD
AEP_HVAEP6.G011585	AEP_HVAEP13.G025686	DD
AEP_HVAEP1.G002528	AEP_HVAEP13.G025686	DD
AEP_HVAEP14.G026077	AEP_HVAEP13.G025686	DD
AEP_HVAEP2.G002867	AEP_HVAEP13.G025686	DD
AEP_HVAEP11.G020980	AEP_HVAEP13.G025686	DD
AEP_HVAEP8.G014571	AEP_HVAEP13.G025686	DD
AEP_HVAEP1.G002530	AEP_HVAEP15.G028643	DD
AEP_HVAEP2.G005055	AEP_HVAEP15.G028643	DD
AEP_HVAEP15.G028512	AEP_HVAEP15.G028643	DD
AEP_HVAEP7.G013254	AEP_HVAEP15.G028643	DD
AEP_HVAEP10.G017912	AEP_HVAEP15.G028643	DD
AEP_HVAEP4.G008032	AEP_HVAEP15.G028643	DD
AEP_HVAEP5.G009790	AEP_HVAEP15.G028643	DD
AEP_HVAEP6.G012056	AEP_HVAEP15.G028643	DD
AEP_HVAEP12.G022293	AEP_HVAEP15.G028643	DD
AEP_HVAEP12.G021980	AEP_HVAEP15.G028643	DD
AEP_HVAEP12.G022021	AEP_HVAEP15.G028643	DD
AEP_HVAEP13.G025135	AEP_HVAEP15.G028643	DD
AEP_HVAEP12.G022140	AEP_HVAEP15.G028643	DD
AEP_HVAEP4.G008649	AEP_HVAEP15.G028643	DD
AEP_HVAEP8.G013953	AEP_HVAEP15.G028643	DD
AEP_HVAEP14.G026136	AEP_HVAEP15.G028643	DD
AEP_HVAEP4.G008032	AEP_HVAEP12.G021980	DD
AEP_HVAEP1.G002530	AEP_HVAEP12.G021980	DD
AEP_HVAEP15.G028512	AEP_HVAEP12.G021980	DD
AEP_HVAEP8.G013953	AEP_HVAEP12.G021980	DD
AEP_HVAEP9.G016448	AEP_HVAEP10.G018216	DD
AEP_HVAEP1.G002564	AEP_HVAEP10.G018216	DD
AEP_HVAEP1.G002563	AEP_HVAEP10.G018216	DD
AEP_HVAEP1.G002531	AEP_HVAEP10.G018216	DD
AEP_HVAEP1.G002564	AEP_HVAEP10.G018217	DD
AEP_HVAEP1.G002531	AEP_HVAEP10.G018217	DD
AEP_HVAEP10.G018216	AEP_HVAEP10.G018217	TD
AEP_HVAEP1.G002563	AEP_HVAEP10.G018217	DD
AEP_HVAEP1.G002533	AEP_HVAEP1.G002516	DD
AEP_HVAEP12.G021560	AEP_HVAEP1.G002516	DD
AEP_HVAEP1.G002608	AEP_HVAEP1.G002516	DD
AEP_HVAEP13.G025596	AEP_HVAEP14.G026326	DD
AEP_HVAEP11.G020846	AEP_HVAEP14.G026326	DD
AEP_HVAEP4.G007422	AEP_HVAEP14.G026326	DD
AEP_HVAEP11.G021251	AEP_HVAEP14.G026326	DD
AEP_HVAEP3.G007089	AEP_HVAEP14.G026326	DD
AEP_HVAEP11.G020988	AEP_HVAEP14.G026326	DD
AEP_HVAEP1.G002535	AEP_HVAEP14.G026326	DD
AEP_HVAEP3.G006579	AEP_HVAEP14.G026326	DD
AEP_HVAEP10.G018250	AEP_HVAEP14.G026326	DD
AEP_HVAEP2.G004017	AEP_HVAEP14.G026326	DD
AEP_HVAEP12.G022424	AEP_HVAEP14.G026326	DD
AEP_HVAEP6.G011358	AEP_HVAEP14.G026326	DD
AEP_HVAEP11.G020186	AEP_HVAEP14.G026326	DD
AEP_HVAEP13.G024740	AEP_HVAEP14.G026326	DD
AEP_HVAEP8.G015351	AEP_HVAEP14.G026326	DD
AEP_HVAEP11.G019652	AEP_HVAEP14.G026326	DD
AEP_HVAEP3.G006780	AEP_HVAEP14.G026326	DD
AEP_HVAEP7.G012654	AEP_HVAEP2.G004017	DD
AEP_HVAEP7.G013479	AEP_HVAEP2.G004017	DD
AEP_HVAEP2.G003328	AEP_HVAEP2.G004017	DD
AEP_HVAEP13.G024913	AEP_HVAEP2.G004017	DD
AEP_HVAEP5.G009364	AEP_HVAEP2.G004017	DD
AEP_HVAEP5.G009966	AEP_HVAEP2.G004017	DD
AEP_HVAEP9.G015622	AEP_HVAEP2.G004017	DD
AEP_HVAEP11.G020696	AEP_HVAEP2.G004017	DD
AEP_HVAEP4.G008676	AEP_HVAEP2.G004017	DD
AEP_HVAEP1.G002535	AEP_HVAEP2.G004017	DD
AEP_HVAEP11.G021250	AEP_HVAEP2.G004017	DD
AEP_HVAEP11.G019652	AEP_HVAEP2.G004017	DD
AEP_HVAEP6.G011358	AEP_HVAEP2.G004017	DD
AEP_HVAEP14.G027041	AEP_HVAEP2.G004017	DD
AEP_HVAEP7.G012559	AEP_HVAEP2.G004017	DD
AEP_HVAEP13.G024740	AEP_HVAEP2.G004017	DD
AEP_HVAEP6.G011156	AEP_HVAEP2.G004017	DD
AEP_HVAEP12.G023523	AEP_HVAEP2.G004017	DD
AEP_HVAEP13.G024751	AEP_HVAEP2.G004017	DD
AEP_HVAEP6.G011800	AEP_HVAEP2.G004017	DD
AEP_HVAEP13.G024527	AEP_HVAEP2.G004017	DD
AEP_HVAEP12.G022424	AEP_HVAEP2.G004017	DD
AEP_HVAEP5.G009581	AEP_HVAEP13.G024740	DD
AEP_HVAEP6.G011358	AEP_HVAEP13.G024740	DD
AEP_HVAEP8.G015352	AEP_HVAEP13.G024740	DD
AEP_HVAEP12.G023523	AEP_HVAEP13.G024740	DD
AEP_HVAEP11.G021250	AEP_HVAEP13.G024740	DD
AEP_HVAEP11.G020910	AEP_HVAEP13.G024740	DD
AEP_HVAEP3.G006779	AEP_HVAEP13.G024740	DD
AEP_HVAEP14.G026659	AEP_HVAEP13.G024740	DD
AEP_HVAEP15.G028053	AEP_HVAEP13.G024740	DD
AEP_HVAEP1.G002535	AEP_HVAEP13.G024740	DD
AEP_HVAEP14.G026781	AEP_HVAEP13.G024740	DD
AEP_HVAEP6.G011801	AEP_HVAEP13.G024740	DD
AEP_HVAEP2.G004017	AEP_HVAEP15.G028055	DD
AEP_HVAEP9.G015622	AEP_HVAEP15.G028055	DD
AEP_HVAEP13.G024913	AEP_HVAEP15.G028055	DD
AEP_HVAEP14.G026326	AEP_HVAEP15.G028055	DD
AEP_HVAEP3.G006779	AEP_HVAEP15.G028055	DD
AEP_HVAEP12.G022424	AEP_HVAEP15.G028055	DD
AEP_HVAEP7.G013479	AEP_HVAEP15.G028055	DD
AEP_HVAEP7.G012559	AEP_HVAEP15.G028055	DD
AEP_HVAEP15.G028053	AEP_HVAEP15.G028055	PD
AEP_HVAEP2.G004453	AEP_HVAEP15.G028055	DD
AEP_HVAEP13.G025596	AEP_HVAEP15.G028055	DD
AEP_HVAEP1.G002535	AEP_HVAEP15.G028055	DD
AEP_HVAEP6.G011800	AEP_HVAEP15.G028055	DD
AEP_HVAEP5.G009364	AEP_HVAEP15.G028055	DD
AEP_HVAEP1.G002538	AEP_HVAEP1.G002539	TD
AEP_HVAEP1.G002539	AEP_HVAEP9.G015755	DD
AEP_HVAEP1.G002538	AEP_HVAEP9.G015755	DD
AEP_HVAEP3.G006269	AEP_HVAEP11.G020594	DD
AEP_HVAEP10.G018196	AEP_HVAEP11.G020594	DD
AEP_HVAEP3.G006270	AEP_HVAEP11.G020594	DD
AEP_HVAEP1.G002541	AEP_HVAEP11.G020594	DD
AEP_HVAEP7.G012584	AEP_HVAEP11.G020594	DD
AEP_HVAEP10.G019281	AEP_HVAEP11.G020594	DD
AEP_HVAEP3.G005669	AEP_HVAEP12.G022725	DD
AEP_HVAEP3.G005724	AEP_HVAEP12.G022725	DD
AEP_HVAEP4.G008026	AEP_HVAEP12.G022725	DD
AEP_HVAEP10.G018977	AEP_HVAEP12.G022725	DD
AEP_HVAEP13.G024680	AEP_HVAEP12.G022725	DD
AEP_HVAEP3.G006950	AEP_HVAEP12.G022725	DD
AEP_HVAEP5.G009792	AEP_HVAEP12.G022725	DD
AEP_HVAEP9.G015746	AEP_HVAEP12.G022725	DD
AEP_HVAEP10.G018032	AEP_HVAEP12.G022725	DD
AEP_HVAEP11.G021259	AEP_HVAEP12.G022725	DD
AEP_HVAEP3.G006600	AEP_HVAEP12.G022725	DD
AEP_HVAEP3.G006519	AEP_HVAEP12.G022725	DD
AEP_HVAEP10.G018976	AEP_HVAEP12.G022725	DD
AEP_HVAEP4.G009012	AEP_HVAEP12.G022725	DD
AEP_HVAEP1.G002543	AEP_HVAEP12.G022725	DD
AEP_HVAEP14.G027141	AEP_HVAEP12.G022725	DD
AEP_HVAEP10.G018065	AEP_HVAEP12.G022725	DD
AEP_HVAEP6.G011492	AEP_HVAEP12.G022725	DD
AEP_HVAEP4.G009012	AEP_HVAEP4.G008026	DD
AEP_HVAEP10.G018065	AEP_HVAEP4.G008026	DD
AEP_HVAEP3.G005724	AEP_HVAEP4.G008026	DD
AEP_HVAEP10.G018976	AEP_HVAEP4.G008026	DD
AEP_HVAEP13.G024680	AEP_HVAEP4.G008026	DD
AEP_HVAEP9.G015746	AEP_HVAEP4.G008026	DD
AEP_HVAEP3.G006600	AEP_HVAEP4.G008026	DD
AEP_HVAEP10.G018032	AEP_HVAEP4.G008026	DD
AEP_HVAEP3.G006950	AEP_HVAEP4.G008026	DD
AEP_HVAEP3.G005948	AEP_HVAEP4.G008026	DD
AEP_HVAEP5.G009792	AEP_HVAEP4.G008026	DD
AEP_HVAEP3.G006519	AEP_HVAEP4.G008026	DD
AEP_HVAEP1.G002543	AEP_HVAEP4.G008026	DD
AEP_HVAEP14.G027141	AEP_HVAEP4.G008026	DD
AEP_HVAEP1.G002543	AEP_HVAEP10.G018976	DD
AEP_HVAEP3.G005948	AEP_HVAEP3.G006600	DD
AEP_HVAEP3.G006950	AEP_HVAEP3.G006600	DD
AEP_HVAEP1.G002543	AEP_HVAEP3.G006600	DD
AEP_HVAEP13.G024680	AEP_HVAEP11.G021259	DD
AEP_HVAEP3.G005950	AEP_HVAEP11.G021259	DD
AEP_HVAEP1.G002544	AEP_HVAEP11.G021259	DD
AEP_HVAEP2.G003145	AEP_HVAEP11.G021259	DD
AEP_HVAEP7.G012766	AEP_HVAEP11.G021259	DD
AEP_HVAEP9.G015745	AEP_HVAEP11.G021259	DD
AEP_HVAEP3.G006349	AEP_HVAEP11.G021259	DD
AEP_HVAEP14.G027140	AEP_HVAEP11.G021259	DD
AEP_HVAEP4.G008255	AEP_HVAEP11.G021259	DD
AEP_HVAEP7.G012764	AEP_HVAEP11.G021259	DD
AEP_HVAEP5.G010336	AEP_HVAEP11.G021259	DD
AEP_HVAEP4.G009012	AEP_HVAEP11.G021259	DD
AEP_HVAEP14.G026898	AEP_HVAEP11.G021259	DD
AEP_HVAEP10.G018032	AEP_HVAEP11.G021259	DD
AEP_HVAEP13.G024681	AEP_HVAEP11.G021259	DD
AEP_HVAEP14.G027139	AEP_HVAEP11.G021259	DD
AEP_HVAEP3.G006951	AEP_HVAEP11.G021259	DD
AEP_HVAEP1.G002544	AEP_HVAEP7.G012766	DD
AEP_HVAEP5.G010336	AEP_HVAEP7.G012766	DD
AEP_HVAEP1.G002544	AEP_HVAEP3.G005950	DD
AEP_HVAEP5.G010337	AEP_HVAEP3.G005950	DD
AEP_HVAEP14.G026897	AEP_HVAEP3.G005950	DD
AEP_HVAEP3.G006348	AEP_HVAEP3.G005950	DD
AEP_HVAEP13.G024681	AEP_HVAEP3.G005950	DD
AEP_HVAEP7.G012765	AEP_HVAEP3.G005950	DD
AEP_HVAEP3.G006951	AEP_HVAEP4.G008255	DD
AEP_HVAEP3.G005950	AEP_HVAEP4.G008255	DD
AEP_HVAEP3.G006348	AEP_HVAEP4.G008255	DD
AEP_HVAEP13.G024681	AEP_HVAEP4.G008255	DD
AEP_HVAEP3.G005949	AEP_HVAEP4.G008255	DD
AEP_HVAEP3.G006349	AEP_HVAEP4.G008255	DD
AEP_HVAEP14.G026897	AEP_HVAEP4.G008255	DD
AEP_HVAEP3.G005669	AEP_HVAEP4.G008255	DD
AEP_HVAEP5.G010337	AEP_HVAEP4.G008255	DD
AEP_HVAEP7.G012765	AEP_HVAEP4.G008255	DD
AEP_HVAEP1.G002544	AEP_HVAEP4.G008255	DD
AEP_HVAEP1.G002545	AEP_HVAEP1.G001824	DD
AEP_HVAEP1.G002553	AEP_HVAEP7.G012975	DD
AEP_HVAEP1.G002553	AEP_HVAEP7.G013427	DD
AEP_HVAEP3.G005657	AEP_HVAEP6.G010811	DD
AEP_HVAEP13.G024183	AEP_HVAEP6.G010811	DD
AEP_HVAEP10.G019208	AEP_HVAEP6.G010811	DD
AEP_HVAEP10.G019207	AEP_HVAEP6.G010811	DD
AEP_HVAEP15.G028349	AEP_HVAEP6.G010811	DD
AEP_HVAEP6.G011140	AEP_HVAEP6.G010811	DD
AEP_HVAEP2.G004320	AEP_HVAEP6.G010811	DD
AEP_HVAEP10.G019206	AEP_HVAEP6.G010811	DD
AEP_HVAEP2.G003918	AEP_HVAEP6.G010811	DD
AEP_HVAEP2.G003919	AEP_HVAEP6.G010811	DD
AEP_HVAEP1.G002555	AEP_HVAEP6.G010811	DD
AEP_HVAEP7.G013261	AEP_HVAEP6.G010811	DD
AEP_HVAEP15.G028696	AEP_HVAEP6.G010811	DD
AEP_HVAEP7.G013008	AEP_HVAEP3.G005658	DD
AEP_HVAEP2.G004321	AEP_HVAEP3.G005658	DD
AEP_HVAEP1.G002555	AEP_HVAEP3.G005658	DD
AEP_HVAEP2.G003919	AEP_HVAEP4.G008209	DD
AEP_HVAEP7.G013007	AEP_HVAEP4.G008209	DD
AEP_HVAEP7.G013261	AEP_HVAEP4.G008209	DD
AEP_HVAEP1.G002555	AEP_HVAEP4.G008209	DD
AEP_HVAEP3.G005657	AEP_HVAEP2.G004320	DD
AEP_HVAEP15.G028696	AEP_HVAEP2.G004320	DD
AEP_HVAEP1.G002555	AEP_HVAEP2.G004320	DD
AEP_HVAEP10.G019207	AEP_HVAEP2.G004320	DD
AEP_HVAEP9.G016210	AEP_HVAEP15.G028371	DD
AEP_HVAEP5.G009139	AEP_HVAEP15.G028371	DD
AEP_HVAEP1.G002558	AEP_HVAEP15.G028371	DD
AEP_HVAEP3.G005088	AEP_HVAEP8.G015106	DD
AEP_HVAEP6.G012336	AEP_HVAEP8.G015106	DD
AEP_HVAEP7.G013456	AEP_HVAEP8.G015106	DD
AEP_HVAEP9.G017244	AEP_HVAEP8.G015106	DD
AEP_HVAEP9.G015849	AEP_HVAEP8.G015106	DD
AEP_HVAEP14.G026363	AEP_HVAEP8.G015106	DD
AEP_HVAEP1.G002561	AEP_HVAEP8.G015106	DD
AEP_HVAEP14.G026035	AEP_HVAEP8.G015106	DD
AEP_HVAEP8.G013974	AEP_HVAEP8.G015106	DD
AEP_HVAEP7.G012673	AEP_HVAEP8.G015106	DD
AEP_HVAEP13.G025168	AEP_HVAEP8.G015106	DD
AEP_HVAEP6.G011970	AEP_HVAEP8.G015106	DD
AEP_HVAEP3.G005087	AEP_HVAEP8.G015106	DD
AEP_HVAEP6.G012335	AEP_HVAEP8.G015106	DD
AEP_HVAEP6.G011988	AEP_HVAEP8.G015106	DD
AEP_HVAEP13.G024046	AEP_HVAEP8.G015106	DD
AEP_HVAEP11.G020975	AEP_HVAEP8.G015106	DD
AEP_HVAEP3.G005088	AEP_HVAEP6.G011988	DD
AEP_HVAEP14.G026363	AEP_HVAEP6.G011988	DD
AEP_HVAEP11.G020975	AEP_HVAEP6.G011988	DD
AEP_HVAEP9.G017244	AEP_HVAEP6.G011988	DD
AEP_HVAEP1.G002561	AEP_HVAEP6.G011988	DD
AEP_HVAEP6.G012335	AEP_HVAEP6.G011988	DD
AEP_HVAEP14.G026034	AEP_HVAEP6.G011988	DD
AEP_HVAEP6.G011970	AEP_HVAEP6.G011988	DD
AEP_HVAEP6.G011988	AEP_HVAEP15.G027540	DD
AEP_HVAEP7.G013456	AEP_HVAEP15.G027540	DD
AEP_HVAEP3.G005088	AEP_HVAEP15.G027540	DD
AEP_HVAEP14.G026363	AEP_HVAEP15.G027540	DD
AEP_HVAEP8.G013974	AEP_HVAEP15.G027540	DD
AEP_HVAEP6.G012335	AEP_HVAEP15.G027540	DD
AEP_HVAEP9.G017245	AEP_HVAEP15.G027540	DD
AEP_HVAEP13.G025168	AEP_HVAEP15.G027540	DD
AEP_HVAEP8.G015106	AEP_HVAEP15.G027540	DD
AEP_HVAEP10.G018793	AEP_HVAEP15.G027540	DD
AEP_HVAEP9.G017244	AEP_HVAEP15.G027540	DD
AEP_HVAEP14.G026034	AEP_HVAEP15.G027540	DD
AEP_HVAEP13.G025169	AEP_HVAEP15.G027540	DD
AEP_HVAEP11.G020975	AEP_HVAEP15.G027540	DD
AEP_HVAEP1.G002561	AEP_HVAEP15.G027540	DD
AEP_HVAEP13.G024046	AEP_HVAEP15.G027540	DD
AEP_HVAEP14.G026035	AEP_HVAEP15.G027540	DD
AEP_HVAEP1.G002561	AEP_HVAEP6.G011970	DD
AEP_HVAEP6.G012336	AEP_HVAEP6.G011970	DD
AEP_HVAEP13.G025167	AEP_HVAEP6.G011970	DD
AEP_HVAEP7.G012673	AEP_HVAEP6.G011970	DD
AEP_HVAEP13.G025168	AEP_HVAEP6.G011970	DD
AEP_HVAEP9.G015849	AEP_HVAEP6.G011970	DD
AEP_HVAEP14.G026035	AEP_HVAEP6.G011970	DD
AEP_HVAEP3.G005087	AEP_HVAEP6.G011970	DD
AEP_HVAEP1.G002562	AEP_HVAEP1.G002565	PD
AEP_HVAEP1.G002562	AEP_HVAEP9.G016997	DD
AEP_HVAEP1.G002565	AEP_HVAEP9.G016997	DD
AEP_HVAEP9.G016892	AEP_HVAEP9.G016997	DD
AEP_HVAEP8.G013833	AEP_HVAEP9.G016997	DD
AEP_HVAEP9.G016448	AEP_HVAEP8.G013833	DD
AEP_HVAEP3.G005804	AEP_HVAEP8.G013833	DD
AEP_HVAEP1.G002565	AEP_HVAEP8.G013833	DD
AEP_HVAEP1.G002562	AEP_HVAEP8.G013833	DD
AEP_HVAEP1.G002564	AEP_HVAEP8.G013833	DD
AEP_HVAEP11.G020253	AEP_HVAEP8.G013833	DD
AEP_HVAEP7.G012424	AEP_HVAEP8.G013833	DD
AEP_HVAEP9.G016995	AEP_HVAEP8.G013833	DD
AEP_HVAEP9.G016996	AEP_HVAEP8.G013833	DD
AEP_HVAEP11.G020252	AEP_HVAEP8.G013833	DD
AEP_HVAEP5.G009385	AEP_HVAEP8.G013833	DD
AEP_HVAEP1.G002565	AEP_HVAEP9.G016892	DD
AEP_HVAEP1.G002562	AEP_HVAEP9.G016892	DD
AEP_HVAEP13.G024850	AEP_HVAEP9.G016892	DD
AEP_HVAEP10.G018217	AEP_HVAEP9.G016892	DD
AEP_HVAEP10.G018216	AEP_HVAEP9.G016892	DD
AEP_HVAEP5.G009385	AEP_HVAEP9.G016892	DD
AEP_HVAEP8.G013833	AEP_HVAEP9.G016892	DD
AEP_HVAEP9.G016995	AEP_HVAEP9.G016892	DD
AEP_HVAEP11.G020252	AEP_HVAEP1.G002564	DD
AEP_HVAEP9.G016448	AEP_HVAEP1.G002564	DD
AEP_HVAEP1.G002563	AEP_HVAEP1.G002564	TD
AEP_HVAEP3.G005804	AEP_HVAEP1.G002564	DD
AEP_HVAEP1.G002563	AEP_HVAEP9.G016448	DD
AEP_HVAEP1.G002566	AEP_HVAEP5.G010034	DD
AEP_HVAEP4.G008508	AEP_HVAEP5.G010034	DD
AEP_HVAEP1.G002569	AEP_HVAEP1.G000823	DD
AEP_HVAEP5.G009483	AEP_HVAEP1.G000823	DD
AEP_HVAEP1.G002568	AEP_HVAEP1.G000823	DD
AEP_HVAEP2.G003214	AEP_HVAEP5.G009483	DD
AEP_HVAEP1.G002568	AEP_HVAEP5.G009483	DD
AEP_HVAEP1.G002571	AEP_HVAEP6.G012134	DD
AEP_HVAEP5.G010293	AEP_HVAEP6.G012134	DD
AEP_HVAEP1.G002572	AEP_HVAEP10.G017828	DD
AEP_HVAEP5.G010294	AEP_HVAEP10.G017828	DD
AEP_HVAEP1.G002571	AEP_HVAEP10.G017828	DD
AEP_HVAEP1.G002572	AEP_HVAEP5.G010294	DD
AEP_HVAEP5.G010293	AEP_HVAEP14.G027115	DD
AEP_HVAEP10.G017828	AEP_HVAEP14.G027115	DD
AEP_HVAEP8.G015524	AEP_HVAEP14.G027115	DD
AEP_HVAEP6.G012134	AEP_HVAEP14.G027115	DD
AEP_HVAEP1.G002572	AEP_HVAEP14.G027115	DD
AEP_HVAEP1.G002574	AEP_HVAEP1.G002580	PD
AEP_HVAEP1.G002580	AEP_HVAEP1.G002582	PD
AEP_HVAEP1.G002574	AEP_HVAEP1.G002582	PD
AEP_HVAEP13.G024607	AEP_HVAEP11.G021097	DD
AEP_HVAEP5.G009379	AEP_HVAEP11.G021097	DD
AEP_HVAEP9.G017456	AEP_HVAEP11.G021097	DD
AEP_HVAEP5.G010223	AEP_HVAEP11.G021097	DD
AEP_HVAEP12.G021561	AEP_HVAEP11.G021097	DD
AEP_HVAEP12.G022692	AEP_HVAEP11.G021097	DD
AEP_HVAEP1.G002576	AEP_HVAEP11.G021097	DD
AEP_HVAEP1.G002577	AEP_HVAEP11.G021096	DD
AEP_HVAEP1.G002581	AEP_HVAEP1.G002583	PD
AEP_HVAEP1.G002583	AEP_HVAEP5.G010017	DD
AEP_HVAEP1.G002581	AEP_HVAEP5.G010017	DD
AEP_HVAEP1.G002583	AEP_HVAEP14.G025955	DD
AEP_HVAEP1.G002581	AEP_HVAEP14.G025955	DD
AEP_HVAEP5.G010017	AEP_HVAEP14.G025955	DD
